id,handle,inventory_total,inventory_cpt,inventory_jhb,name,variant_parent_id,has_variants,source_id,variant_source_id,tags,price
02128926-c148-5253-5ac0-5e789528a6a9,rompersize5056,0,0,0,Crawler Long Sleeve size 50/56 / Mini Dots Soft Grey,de7e918b-df61-f938-d500-272dc003fc8e,false,4564322156604_unpub,32238402601020_unpub,"Jollein, More, FX_recent_sale, FX_incoming_stock, FX_incoming_count__8, FX_incoming_name__MARCH CONTAINER, clothing",286.08696
02130665-470c-b6d9-d94b-4c8bb6817170,growhighchairincludingtraylambda,3,2,1,Grow High Chair including Tray Lambda / Stone Grey,9a7c0cba-e33d-8303-3aa7-19f1bdc7cd4a,false,4641698742332,37501609083055,"Childhome, high chairs, FX_recent_sale, feeding chair",3126.08696
0226a6ff-e8de-6098-d78f-69eb155ffb5c,ldjumpsuit56,0,0,0,LD Jumpsuit 56 / Blue Melange,,true,,,"FX_recent_sale, Little Dutch, clothing",386.95652
022d72ae-81f1-3fb3-414a-2571a4f76a61,KallaxInsert2Drawers,-4,0,-4,Insert With 2 Drawers for Kallax,,false,,,,778.26087
022e25dc-281c-1f9f-d68f-188604642eda,ChangingMatLumaPrint,0,0,0,Luma Changing Mat Print / Racoon Mint,178cd525-3267-25af-50a9-784d87465060,false,555189370940,7231650168892,"FX_recent_sale, FX_incoming_stock, FX_incoming_name__Container Mid January, FX_incoming_count__21",647.82609
02342b32-98fc-9c44-05d5-429ae7fc03b1,gnashsilopaciclip,0,0,0,Gnash Silo Paci Clip / Haze,f390dd48-61cf-b3e6-c01a-929a46e5ca3f,false,,,"pacifiers & teethers, FX_recent_sale",117.3913
0253deef-08ab-e46e-6953-72f48e2a82a4,CushionGoldWhiteHeart40x60cm,1,0,1,Cushion Gold White Heart 40 x60 cm,,false,,,,320.86957
025bf16d-c7cc-b38e-69c1-8af8607abd3c,buildingblockshouseslittleadventure,35,11,0,LD Toy Building Blocks Houses Little Adventure / Blue,b19d8f4f-d21f-0fb8-7de0-4aa969ce1389,false,4126876598332,30216636989500,"toys, gifts, wooden toys, other toys, FX_recent_sale, FX_incoming_stock, FX_incoming_name__Container Mid January, FX_incoming_count__48",329.56522
025c8b25-0486-de13-843f-3a5940a76886,nunamixx2stroller,0,0,0,Nuna Mixx2 Stroller / Caviar,,true,,,"all prams, city prams",13042.6087
02623d75-92fc-1704-325f-5a6958d0c44b,PhloDuvetCoverSet,0,0,0,Phlo Duvet Cover Set / Confetti,32356d3b-0640-eae2-bff7-d4143a478171,false,774128173116_unpub,9209872908348_unpub,,346.95652
02623dcd-21ca-a553-20ca-f1ba1213980a,BabyzenYOYOParasol,0,0,0,Babyzen YOYO Parasol / Black,,true,6101901312175,37648063299759,"prams & stroller accessories, YoYo, Babyzen, accessories, Fx_backorder, addon-collection- yoyo2",955.65217
0263871b-7711-9736-81ff-7c7731a8e7b7,mimaxaristroller,0,0,0,Mima Xari Stroller / Aluminium / Snow White / Ruby Red,77542619-f7c1-2ffc-659d-7ff4f480029a,false,,,"popular brands, city prams, prams & strollers, Mima, Xari",17390.43478
0264cdc9-546c-dee4-9d61-982c15679789,jellycatshooshumonkeysoother,0,0,0,Jelly Cat Shooshu Soother / Elephant,00fbaa02-c613-73b0-2b88-d807a4d3b707,false,,,Not On Shopify,400
02681dd4-1f82-3fba-2947-600147e48d3d,jolleinwrapblanketbunny,1,1,0,Jollein Wrap Blanket Bunny / Storm Grey,,true,4564297121852,32238266941500,"blankets & quilts, swaddle blankets, Jollein, FX_recent_sale, travel blankets",694.78261
02683c90-ec6a-25db-9732-cf9ca7927132,bugaboofoxcompletewithblackchassis,0,0,0,Bugaboo Fox Complete with Black Chassis / Neon Red / Black Chassis / Blue Melange Style set,d6f55c49-40a2-d88e-080f-292c2026e769,false,4462923710524,31822997258300,"Bugaboo, popular brands, shop by popular brands, city strollers, bugaboo fox, all strollers",22433.04348
0269814c-d015-65e6-7475-6e22040b23bf,BabyzenYOYOColourPack6,2,2,0,Babyzen YOYO+ Colour Pack 6+ / Aqua,135662b2-2324-f7db-9fca-b8689fdc4fd6,false,4608082116668,32377408979004,"all prams, YoYo, prams & strollers, FX_recent_sale, addon-collection YoYo2",868.69565
027746bd-d651-377c-7499-9565967d82f2,mimaxaristroller,0,0,0,Mima Xari Stroller / Graphite Grey / Champagne / Ruby Red,77542619-f7c1-2ffc-659d-7ff4f480029a,false,,,"popular brands, city prams, prams & strollers, Mima, Xari",17390.43478
027e8bf1-484e-8a3a-f2df-0a11267ceb17,SBFUNKYB,7,3,4,Funky Box Wet wipes / Baby Blue Little Star,02dcd191-ae62-11e6-f485-4cbc597e5049,false,10112891730,32289603944508,"wet wipes dispenser, storage, Not On Shopify, FX_recent_sale",294.78261
02841f3a-39a9-b3c8-2043-04b40f05eb7a,ToiletSeat,9,9,0,Toilet Seat / Light Grey,02dcd191-ae62-11e7-f130-5a43f7acb1d6,false,6109647667375,37676947734703,"bathing, potty training, Luma, FX_recent_sale",129.56522
029f2622-8c19-5963-a594-9d9c0ee396df,walldecorationeden,0,0,0,Wall Decoration Eden / White,,true,,,,260
029faae6-704a-bf80-ca3e-2199eb9b6a36,BreakfastBoard,6,1,5,Breakfast Board / Ellie,6c6de034-9378-02e4-3fc4-51170f6791f4,false,,,,82.6087
02a9fc38-6b0f-258a-4071-729cc628f279,babyhat6-12monthsprettyknit,2,2,0,Baby Hat 6-12 Months Pretty Knit / Blush Pink,bf33ea1f-04e9-01c3-36f7-1e274196c4f4,false,4645601443900,32503010033724,"Jollein, FX_recent_sale, clothing",94.78261
02ac3222-b219-f341-50f9-f0f64ba6b90b,thulesleekstrollerwithbassinet,0,0,0,Thule Sleek Stroller with Bassinet / Black on Black,6439547c-e56a-c390-85cc-53951483f386,false,824457658428_unpub,32380814458940_unpub,"all prams, new, outdoor prams, running prams, Thule, prams & strollers, FX_recent_sale, Tabs, sleek",18259.13043
02add797-b2d9-4c6a-436a-ddb28db7d641,longsleeveshirt7480minidots,0,0,0,Long Sleeve Shirt 74/80 Mini Dots / Soft Grey,e52f0d9c-333f-b9e3-c981-bfc7d3535250,false,,,"FX_incoming_stock, FX_add_to_shopify, FX_incoming_count__16, FX_incoming_name__MARCH CONTAINER",120.86957
02cdc267-a166-4386-e715-89dd77fa5be0,BugabooCameleon3CarryHandle,1,1,0,Bugaboo Cameleon 3 Carry Handle,,false,,,"FX_recent_sale, spares",955.65217
02dcd191-ae62-11e6-edd8-d26c6263fcae,framefisko50x70black,0,0,0,frame fisko 50x70 black,,false,,,"shelf décor, Not On Shopify",242.6087
02dcd191-ae62-11e6-edd8-d323e1f69f57,foxtrophyrabbit,2,1,1,Wall Trophy Rabbit,,false,9088646290,31973049234,"trophy heads, Linked to Shopify",1213.04348
02dcd191-ae62-11e6-edd8-d370ed49364e,FrameRibbaBlack30x40,0,0,0,Frame Ribba Black 30x40,,false,,,"shelf décor, Not On Shopify",169.56522
02dcd191-ae62-11e6-edd8-d3711b578b96,framemossebo21x30woodlook,1,1,0,frame mossebo 21x30 wood look,,false,,,"shelf décor, Not On Shopify",169.56522
02dcd191-ae62-11e6-edd8-d37150631c43,FrameRibba23x23white,0,0,0,Frame Ribba 23x23 white,,false,,,"shelf décor, Not On Shopify",169.56522
02dcd191-ae62-11e6-edd8-d371dae7b8b2,HimmelskBedCanopyclouds,0,0,0,Himmelsk Bed Canopy clouds,,false,,,Not On Shopify,286.08696
02dcd191-ae62-11e6-edd8-d37c264feb40,PictureShelfMosslanda115cm,24,-3,2,Picture Shelf Mosslanda 115cm,,false,9975722770,38539242834,"shelves, floating shelves, storage, FX_recent_sale",303.47826
02dcd191-ae62-11e6-edd8-d37ce1322ab4,BlanketDreamPlaidPinkPatchwork,0,0,0,Blanket Dream Plaid Pink Patchwork,,false,,,"blankets & quilts, Not On Shopify",825.21739
02dcd191-ae62-11e6-edd8-d37d222b397c,CushionStarMultiDeEekhoorn,2,0,2,Cushion Star Multi De Eekhoorn,,false,4257446559804_unpub,39569189970_unpub,,164.34783
02dcd191-ae62-11e6-edd8-d385e665269e,CushionBambiMarsMore,2,0,2,Cushion Bambi Mars&More,,false,,,"cushions, Not On Shopify",338.26087
02dcd191-ae62-11e6-edd8-d388c63e17f7,DuvetCoverSetPopotame,9,5,4,Duvet Cover Set Popotame / pink,,true,4581744738364,32289681899580,"bedding, duvet sets, Not On Shopify, De Eekhoorn, FX_recent_sale, FX_needs_variant_image",694.78261
02dcd191-ae62-11e6-edd8-d388c6b5319d,DuvetCoverSetPopotame,3,1,2,Duvet Cover Set Popotame / beige,02dcd191-ae62-11e6-edd8-d388c63e17f7,false,4581744738364,32289681932348,"bedding, duvet sets, Not On Shopify, De Eekhoorn, FX_recent_sale, FX_needs_variant_image",694.78261
02dcd191-ae62-11e6-edd8-d3ff6c35e48d,CushionLinenLookFedera45x45,0,0,0,Cushion Linen LookFedera 45x45 / Camera,,true,,,"cushions, Not On Shopify",199.13043
02dcd191-ae62-11e6-edd8-d3ff6cab1b6d,CushionLinenLookFedera45x45,0,0,0,Cushion Linen LookFedera 45x45 / Bike,02dcd191-ae62-11e6-edd8-d3ff6c35e48d,false,,,"cushions, Not On Shopify",199.13043
02dcd191-ae62-11e6-edd8-d4002e398554,QuoteBoardRidingScooter,1,1,0,Quote Board Riding Scooter,,false,,,Not On Shopify,155.65217
02dcd191-ae62-11e6-edd8-d40048ceecb5,QuoteBoardKeepCalmandSurf,0,0,0,Quote Board Keep Calm and Surf,,false,,,"Not On Shopify, wall decor",82.6087
02dcd191-ae62-11e6-edd8-d40066666e36,QuoteBoardSurfOutlet,0,0,0,Quote Board Surf Outlet,,false,,,"Not On Shopify, wall decor",112.17391
02dcd191-ae62-11e6-edd8-d400f3b3d564,CushionPineapples36x23,0,0,0,Cushion Pineapples 36x23,,false,,,"cushions, Not On Shopify",242.6087
02dcd191-ae62-11e6-edd8-d401957d0194,BlanketBedspreadBlackBeigePatchwork,0,0,0,Blanket Bedspread Black Beige Patchwork,,false,,,"blankets & quilts, Not On Shopify",781.73913
02dcd191-ae62-11e6-edd8-d406e8760c35,blanketBedspreadAeroplanes140x220,0,0,0,blanket Bedspread Aeroplanes 140x220,,false,,,"blankets & quilts, Not On Shopify",691.30435
02dcd191-ae62-11e6-edd8-d407169386c2,blanketBedspreadElephant140x220,0,0,0,blanket Bedspread Elephant140x220,,false,,,"blankets & quilts, Not On Shopify",691.30435
02dcd191-ae62-11e6-edd8-d40895d72b7f,CushionCoverAeroplanes40x40,1,1,0,Cushion Cover Aeroplanes 40x40,,false,,,"cushions, Not On Shopify",169.56522
02dcd191-ae62-11e6-edd8-d408cebd6948,CushionCoverAeroplanes50x50,0,0,0,Cushion Cover Aeroplanes 50x50,,false,,,"cushions, Not On Shopify",242.6087
02dcd191-ae62-11e6-edd8-d413c50c59e2,CushionCoverGreywithBeigestarClayreEef,0,0,0,Cushion Cover Grey with Beige star Clayre&Eef,,false,,,"cushions, Not On Shopify",277.3913
02dcd191-ae62-11e6-edd8-d42049d30e91,ChildhomeFittedSheet50x90cosleeper,0,0,0,Childhome Fitted Sheet 50x90 co sleeper,,false,,,"sheets & fitted sheets, Not On Shopify",199.13043
02dcd191-ae62-11e6-edd8-d4207dbc7a8b,ChildhomeMattressProtector75x95cosleeper,0,0,0,Mattress Protector 50x90 co sleeper,,false,10400690770_unpub,41824757330_unpub,"linen, protection sheets, sheets & fitted sheets, Not On Shopify",373.04348
02dcd191-ae62-11e6-edd8-d6a2845f0025,SouzaSkirtLiz,0,0,0,Souza Skirt Liz,,false,,,"other decoration, Not On Shopify",164.34783
02dcd191-ae62-11e6-edd8-d6a2aa5ed432,SouzaElfSet,0,0,0,Souza Elf Set,,false,,,"other decoration, Not On Shopify",152.17391
02dcd191-ae62-11e6-edd8-d6a2ce741e97,SouzaElfSetNathalee,0,0,0,Souza Elf Set Nathalee,,false,,,"other decoration, Not On Shopify",233.91304
02dcd191-ae62-11e6-edd8-d7f782b279bb,lightboxletterpacksymbols,0,0,0,Light Box Letter Pack & Symbols / Symbol Set Celebrations,,true,9677325842,35513098770,"night lights, decor, lamps",138.26087
02dcd191-ae62-11e6-edd8-d8bf118d09df,DuvetCoverSetDotje,1,1,0,Duvet Cover Set Dotje,,false,10363513426,41426892434,"linen, duvet sets, junior duvet sets",912.17391
02dcd191-ae62-11e6-edd8-d977780dc55b,NomNomEthanNecklace,0,0,0,Nom Nom Ethan Necklace / navy,,true,,,Not On Shopify,208.69565
02dcd191-ae62-11e6-edd8-d9779290dc61,NomNomMiaNecklace,0,0,0,Nom Nom Mia Necklace,,false,,,"pacifiers & teethers, Not On Shopify",208.69565
02dcd191-ae62-11e6-edd8-d977c7d61767,NomNomDummyChain,0,0,0,Nom Nom Dummy Chain / pastel candy,,true,,,"pacifiers & teethers, Not On Shopify",147.82609
02dcd191-ae62-11e6-edd8-d977dc344ea3,NomNomPolkaBangle,0,0,0,Nom Nom Polka Bangle,,false,,,"pacifiers & teethers, Not On Shopify",77.3913
02dcd191-ae62-11e6-edd8-d9798aca04c9,NomNomPlacemat,0,0,0,Placemat Plate / RED,,true,10362435474_unpub,41401401234_unpub,"mealtime essentials, bowls & plates, Not On Shopify",308.69565
02dcd191-ae62-11e6-edd8-d979a46ed5d4,NomNomRattle,0,0,0,Nom Nom Rattle / grey/yellow,,true,,,"pacifiers & teethers, Not On Shopify",104.34783
02dcd191-ae62-11e6-edd8-d97cc7bd3214,NomNomEthanNecklace,0,0,0,Nom Nom Ethan Necklace / turqoise,02dcd191-ae62-11e6-edd8-d977780dc55b,false,,,"Uncategorized Product Tag, Not On Shopify",208.69565
02dcd191-ae62-11e6-edd8-d97cdd29669a,NomNomEthanNecklace,0,0,0,Nom Nom Ethan Necklace / light pink,02dcd191-ae62-11e6-edd8-d977780dc55b,false,,,"Uncategorized Product Tag, Not On Shopify",208.69565
02dcd191-ae62-11e6-edd8-d97d1238f4f6,NomNomEthanNecklace,0,0,0,Nom Nom Ethan Necklace / cerise pink,02dcd191-ae62-11e6-edd8-d977780dc55b,false,,,"Uncategorized Product Tag, Not On Shopify",208.69565
02dcd191-ae62-11e6-edd8-d9859ff06d43,NomNomPlacemat,0,0,0,Placemat Plate / BLUE,02dcd191-ae62-11e6-edd8-d9798aca04c9,false,10362435474_unpub,41401401298_unpub,"mealtime essentials, Not On Shopify",308.69565
02dcd191-ae62-11e6-edd8-d98624b660f7,NomNomPlacemat,0,0,0,Placemat Plate / GREEN,02dcd191-ae62-11e6-edd8-d9798aca04c9,false,10362435474_unpub,41401401362_unpub,"mealtime essentials, Not On Shopify",308.69565
02dcd191-ae62-11e6-edd8-d987f0fcaaae,NomNomPlacemat,0,0,0,Placemat Plate / ORANGE,02dcd191-ae62-11e6-edd8-d9798aca04c9,false,10362435474_unpub,41401401426_unpub,"mealtime essentials, Not On Shopify",308.69565
02dcd191-ae62-11e6-edd8-dbebdffd92c8,NomNomRattle,0,0,0,Nom Nom Rattle / bleu/green,02dcd191-ae62-11e6-edd8-d979a46ed5d4,false,,,"pacifiers & teethers, Not On Shopify",104.34783
02dcd191-ae62-11e6-edd8-dbebeb5bfa91,NomNomRattle,0,0,0,Nom Nom Rattle / turqoise/orange,02dcd191-ae62-11e6-edd8-d979a46ed5d4,false,,,"pacifiers & teethers, Not On Shopify",104.34783
02dcd191-ae62-11e6-edd8-dc27f2169081,OllyPlayGym,0,0,0,Olly Play Gym / pink,,true,,,"playmats, Not On Shopify",604.34783
02dcd191-ae62-11e6-edd8-dc27f281815f,OllyPlayGym,0,0,0,Olly Play Gym / grey,02dcd191-ae62-11e6-edd8-dc27f2169081,false,,,"playmats, Not On Shopify",604.34783
02dcd191-ae62-11e6-edd8-dc28495e16b1,OllyPlayMat,0,0,0,Olly Play Mat / flamingo,,true,,,"playmats, Not On Shopify",430.43478
02dcd191-ae62-11e6-edd8-dc2849d04605,OllyPlayMat,0,0,0,Olly Play Mat / cloud,02dcd191-ae62-11e6-edd8-dc28495e16b1,false,,,"playmats, Not On Shopify",430.43478
02dcd191-ae62-11e6-edd8-dc288be7419f,OllyRaindropcushion,0,0,0,Olly Raindrop cushion,,false,,,"cushions, Not On Shopify",277.3913
02dcd191-ae62-11e6-edd8-dc28c9f833ea,OllyLargehouseshadowbox,0,0,0,Olly Large house shadow box / pink,,true,,,"other decoration, Not On Shopify",303.47826
02dcd191-ae62-11e6-edd8-dc28ca6f6c5c,OllyLargehouseshadowbox,0,0,0,Olly Large house shadow box / aqua,02dcd191-ae62-11e6-edd8-dc28c9f833ea,false,,,"other decoration, Not On Shopify",303.47826
02dcd191-ae62-11e6-edd8-dc28cae52d0e,OllyLargehouseshadowbox,0,0,0,Olly Large house shadow box / grey,02dcd191-ae62-11e6-edd8-dc28c9f833ea,false,,,"other decoration, Not On Shopify",303.47826
02dcd191-ae62-11e6-edd8-dc28fef70e40,OllyMediumhouseshadow,0,0,0,Olly Medium house shadow / white,,true,,,"other decoration, Not On Shopify",251.30435
02dcd191-ae62-11e6-edd8-dc28ff6b76ba,OllyMediumhouseshadow,0,0,0,Olly Medium house shadow / grey,02dcd191-ae62-11e6-edd8-dc28fef70e40,false,,,"other decoration, Not On Shopify",251.30435
