id,handle,inventory_total,inventory_cpt,inventory_jhb,name,variant_parent_id,has_variants,source_id,variant_source_id,tags,price
02dcd191-ae62-11e6-f485-4cbcc247c780,stoksleepi010,0,0,0,STOKKE Sleepi Set 0-10yrs,,false,9812313362,36720390482,"cot beds, childrens beds, conversion beds, Stokke, Nursery Furniture, Fx_backorder",23213.04348
02dcd191-ae62-11e6-f485-4cbcc291a658,stokstepsbabyse,1,-1,2,STOKKE Steps Babyset / White,,true,2404827463740,21627495514172,"feeding, high chairs, Stokke Steps, Stokke, Fx_backorder",1904.34783
02dcd191-ae62-11e6-f485-4cbcc2b57733,stokstepscush,1,0,1,STOKKE Steps Cushion / Grey Clouds,,true,4505823215676,32152578064444,"FX_recent_sale, Fx_backorder",990.43478
02dcd191-ae62-11e6-f485-4cbcc2c75ea3,stokstepstray,5,2,3,STOKKE Steps Baby Set Tray / White,,true,2404855971900,21627535491132,,1068.69565
02dcd191-ae62-11e6-f485-4cbcc2ea77b7,stoktrailzchas,0,0,0,Stokke Trailz Chassis / Black Chassis Brown Leatherette Handle / Classic Wheel Set,,true,9811847698_unpub,36717027922_unpub,"all prams, outdoor prams, shop by popular brands, Stokke, Trailz",16086.95652
02dcd191-ae62-11e6-f485-4cbcc3679159,stoktrippnatur,6,4,2,STOKKE Tripp Trapp Natural / Natural,,true,9811592850,36714290898,"kiddies tables & chairs, high chairs, Stokke Tripp Trapp, desk chairs, Stokke, high chair accessories, FX_recent_sale, Tabs, addon-collection Tripp Trapp, Fx_backorder, feeding chair",4173.04348
02dcd191-ae62-11e6-f485-4cbcc3794b74,stoktripppink,0,0,0,Stokke Tripp Trapp Pink,,false,9813946194,36731349906,"high chairs, Stokke Tripp Trapp, desk chairs, Stokke",3477.3913
02dcd191-ae62-11e6-f485-4cbcc3ae76c4,stoktriptray,1,2,-1,Stokke Tripp Trapp Tray / White,,true,601717309500,7472124362812,"FX_recent_sale, Tabs",955.65217
02dcd191-ae62-11e6-f485-4cbcc3f80aaa,stokxplwintkit,0,0,0,STOKKE Winter Kit,,false,9828159122,36854348946,"Stokke, Xplory, other prams & stroller accessories",5216.52174
02dcd191-ae62-11e6-f485-4cbcc4de9263,stokstepsbounce,0,0,0,STOKKE Steps Bouncer / Greige,,true,9812972114,36724818514,"feeding, bouncers, high chairs, Stokke Steps, Stokke, high chair accessories, Baby Furniture, FX_recent_sale",3694.78261
02dcd191-ae62-11e6-f485-4cbcc500acc4,FSTOOLBEKVAM,17,1,1,Stool Bekvam Natural,,false,10348514962,41118188562,"kiddies tables & chairs, bedside tables, baby & bath, FX_recent_sale",433.91304
02dcd191-ae62-11e6-f485-4cbcc515bee0,FSTOOLBOLMEN,21,1,0,Stool Bolmen,,false,2391316758588,21549185957948,"kiddies tables & chairs, FX_recent_sale, step, stool",169.56522
02dcd191-ae62-11e6-f485-4cbcc56e865e,FSTOOLSUPAM,2,2,0,stool supawood large,,false,,,"kiddies tables & chairs, Not On Shopify",451.30435
02dcd191-ae62-11e6-f485-4cbcc58143af,FSTOOLSUPAS,4,4,0,stool supawood small,,false,,,"kiddies tables & chairs, Not On Shopify",303.47826
02dcd191-ae62-11e6-f485-4cbcc5a4eb2a,SBAGTHINGS,1,1,0,Storage Bag 'Things',,false,,,"storage baskets, Not On Shopify",260
02dcd191-ae62-11e6-f485-4cbcc7e0a7af,SBWALLPINK,1,1,0,storage bask. wallbox pink S,,false,,,"storage baskets, Not On Shopify",146.95652
02dcd191-ae62-11e6-f485-4cbcc8302d87,SBPRESENTTIME3P,1,1,0,Storage Basket 3 pc Mint/Grey,,false,,,"storage baskets, Not On Shopify",338.26087
02dcd191-ae62-11e6-f485-4cbcc84468ed,SBALBI,1,1,0,Storage Basket Albi Small / Liver pattern,,true,,,storage baskets,199.13043
02dcd191-ae62-11e6-f485-4cbcc974e0b4,SBDIJON,1,1,0,Storage Basket Dijon / white liver,,true,10469286674,42363070930,"Uncategorized Product Tag, Not On Shopify, FX_recent_sale, FX_incoming_stock, FX_incoming_count__4, FX_incoming_name__MARCH CONTAINER",738.26087
02dcd191-ae62-11e6-f485-4cbcc9ac6d2c,SBFANGST,1,1,0,Storage Basket Fangst,,false,4557919518780,32219507687484,"storage baskets, storage, Not On Shopify, Ikea, FX_recent_sale, folding storage",120.86957
02dcd191-ae62-11e6-f485-4cbccb347c11,SBLACE26,2,2,0,Storage Basket Lace 26 cm,,false,,,"storage baskets, Not On Shopify",173.04348
02dcd191-ae62-11e6-f485-4cbccb5ab595,SBLIMOGES,0,0,0,Storage Basket Limonges Large / Liver pattern,,true,,,,277.3913
02dcd191-ae62-11e6-f485-4cbccbd0f8b4,SBMILANLARGE,3,0,3,Storage Basket Milan Medium / White,,true,,,"storage baskets, FX_recent_sale",225.21739
02dcd191-ae62-11e6-f485-4cbccbe5f2d0,SBMILANS,2,1,1,Storage Basket Milan Small / White,,true,,,"storage baskets, Not On Shopify",181.73913
02dcd191-ae62-11e6-f485-4cbccbf94659,SBMILANXS,0,0,0,Storage Basket Milan XS / White,,true,,,storage baskets,146.95652
02dcd191-ae62-11e6-f485-4cbcccb0c726,SBPISAMEDIUM,1,1,0,Storage Basket Pisa Medium,,false,,,"storage baskets, Not On Shopify, FX_recent_sale",251.30435
02dcd191-ae62-11e6-f485-4cbcccc370d0,SBPISASMALL,3,1,2,Storage Basket Pisa Small / White,,true,,,FX_recent_sale,277.3913
02dcd191-ae62-11e6-f485-4cbccceb0a23,SBPLUGGIS,1,1,0,Storage Basket Pluggis 8 liter,,false,,,storage baskets,252.17391
02dcd191-ae62-11e6-f485-4cbcccfec435,SBPLUGGISLID,2,2,0,Storage Basket Pluggis Lid,,false,,,"storage baskets, Not On Shopify",199.13043
02dcd191-ae62-11e6-f485-4cbccd33ef10,SBSTICKAT,3,3,0,Storage Basket Stickat 2,,false,,,"storage baskets, Not On Shopify",216.52174
02dcd191-ae62-11e6-f485-4cbccd69cc73,SBVARIERAL,88,27,0,Storage Basket Variera Large,,false,108180865042,1037168410642,"storage units, storage baskets, Ikea, baskets, shelf storage, FX_recent_sale, FX_incoming_stock",216.52174
02dcd191-ae62-11e6-f485-4cbccd7bddfc,SBVARIERAS,102,40,12,Storage Basket Variera Small,,false,108178997266,1037133611026,"storage units, storage baskets, storage, Ikea, baskets, shelf storage, FX_recent_sale",164.34783
02dcd191-ae62-11e6-f485-4cbcce7fc981,SBCHKBLUEM,0,0,0,storage box check blue M,,false,,,"storage baskets, Not On Shopify",103.47826
02dcd191-ae62-11e6-f485-4cbcce923237,SBCHKBLUES,2,2,0,storage box check blue S,,false,,,"storage baskets, Not On Shopify",86.08696
02dcd191-ae62-11e6-f485-4cbccede4585,SBDOCUMENTS,0,0,0,Storage Box Documents Small,,false,,,"storage baskets, Not On Shopify",68.69565
02dcd191-ae62-11e6-f485-4cbcd0ad1465,SBMARIE5,1,1,0,Storage Boxes Marie 5,,false,,,"storage baskets, Not On Shopify",112.17391
02dcd191-ae62-11e6-f485-4cbcd0f5f86f,SBBUCKL,2,0,2,Storage Bucket 40 liter,,false,,,"storage baskets, FX_recent_sale",155.65217
02dcd191-ae62-11e6-f485-4cbcd11a1eb6,SBSKUBB6,42,-6,-2,Storage Drawer Skubb 6 pieces,,false,10809496018,45932606034,"dressers & changing units, storage baskets, new, chest of drawers, storage, Ikea, FX_recent_sale, Fx_backorder",225.21739
02dcd191-ae62-11e6-f485-4cbcd200b319,SBWOODSTUFF,4,3,1,Storage Wood girl boy baby,,false,,,"storage baskets, Not On Shopify",303.47826
02dcd191-ae62-11e6-f485-4cbcd5255d2c,HKSTROLLERMIGHT,0,0,0,Stroller Hooks Mighty Buggy,,false,,,"hooks, Not On Shopify",173.04348
02dcd191-ae62-11e6-f485-4cbcd5a862a7,SBSUITCASEINIZ,0,0,0,Suitcase Inizio Large,,false,,,"kiddies bags, Not On Shopify",155.65217
02dcd191-ae62-11e6-f485-4cbcd5bbe1e8,SBSUITCASEINIM,0,0,0,Suitcase Inizio Medium,,false,,,"kiddies bags, Not On Shopify",138.26087
02dcd191-ae62-11e6-f485-4cbcd5ce5d73,SBSUITCASEINIS,1,0,1,Suitcase Inizio Small,,false,,,"kiddies bags, Not On Shopify",120.86957
02dcd191-ae62-11e6-f485-4cbcd63c027c,SBSUITCASEMEC,1,1,0,Suitcase Mechato Small,,false,,,"kiddies bags, Not On Shopify",120.86957
02dcd191-ae62-11e6-f485-4cbcd718459f,BUBSPCANCLLEFT,1,0,1,Bugaboo Bee5 Sun Canopy Clamps L+R,,false,,,"Not On Shopify, other prams & stroller accessories",346.95652
02dcd191-ae62-11e6-f485-4cbcd73d89b2,BUC3SUNEXTSHINY,2,1,1,Bugaboo Bee 3/5 Suncanopy Shiny Chevron,,false,,,"Bee5, Not On Shopify",1433.91304
02dcd191-ae62-11e6-f485-4cbcd7a31da0,CURHEARTFU,1,0,1,Surprise Heart Curtain,,false,,,"other decoration, Not On Shopify",607.82609
02dcd191-ae62-11e6-f485-4cbcd7b72b51,LISURPI,1,0,1,surprise lampshade pink,,false,,,"other decoration, Not On Shopify",694.78261
02dcd191-ae62-11e6-f485-4cbcd7f0590f,BLSWADDLELASSIG,0,0,0,Swaddle&Burp Blanket 85x85,,false,,,"swaddle blankets, Not On Shopify",294.78261
02dcd191-ae62-11e6-f485-4cbcd80744f8,TOYSWINGHORSE,8,2,2,Wooden Swing Rocking Horse,,false,9863233362,37296147154,"toys, wooden toys, rocking toys, FX_incoming_stock",952.17391
02dcd191-ae62-11e6-f485-4cbcd9125172,FTABLEKRITTER,11,1,4,Table Kritter,,false,10348591634,41118997906,"kiddies tables & chairs, FX_recent_sale",778.26087
02dcd191-ae62-11e6-f485-4cbcd924f120,FLACKTABLW,1,1,0,Table Lack / yellow,,true,,,kiddies tables & chairs,233.91304
02dcd191-ae62-11e6-f485-4cbcd9a96b5c,TETABLAU,1,0,1,Table Tent Laundry Heart,,false,10171763538,39723494738,"teepies & tents, other decoration",686.08696
02dcd191-ae62-11e6-f485-4cbcda166c0a,NECKLTEETHAMBER,7,2,5,Baltic Teething Necklace / Mixed,,true,10468418130,42350215506,"feeding, pacifiers & teethers, FX_recent_sale, Fx_backorder",251.30435
02dcd191-ae62-11e6-f485-4cbcda3a435f,THERMOMETERKI,3,3,0,Thermometer Kids,,false,,,"baby care, Not On Shopify, FX_recent_sale",68.69565
02dcd191-ae62-11e6-f485-4cbcdb5a49a5,TINHKCARETPILAR,0,0,0,Tin Town Caterpillar hook larg / green,,true,,,"Uncategorized Product Tag, Not On Shopify",381.73913
02dcd191-ae62-11e6-f485-4cbcdb972250,TINHKMAMASHEEP,0,0,0,Tin Town Mama Sheep Hook,,false,,,"hooks, Not On Shopify",303.47826
02dcd191-ae62-11e6-f485-4cbcdbe41cb7,TINHKTORTOSMALL,0,0,0,Tin Town Tortoise hook small,,false,,,"hooks, Not On Shopify",120.86957
02dcd191-ae62-11e6-f485-4cbcdc090e82,FTIPIBED,3,0,1,Teepee Bed De Eekhoorn / White,,true,9968903634,38490925650,"childrens beds, teepies & tents, bestseller, FX_recent_sale, FX_incoming_stock, FX_incoming_count__2, FX_incoming_name__MARCH CONTAINER, Tabs, note Does not include Mattress, For collection only, note Collection in Store Only",9390.43478
02dcd191-ae62-11e6-f485-4cbcdc6599e0,SBTOILETRYIBIZA,1,1,0,Toiletry Bag Ibiza,,false,,,"kiddies bags, Not On Shopify",181.73913
02dcd191-ae62-11e6-f485-4cbcdc880bf5,TOOTHBOX,0,0,0,BamBam First Toothbox,,false,,,"gifts, Not On Shopify",94.78261
02dcd191-ae62-11e6-f485-4cbcdd395be7,bambamballsoftcrown,0,0,0,Bam Bam Ball Soft Crown / pink,,true,10134607826,39437135186,"toys, soft toys, Uncategorized Product Tag, Linked to Shopify, REPUBLISH & REMOVE THIS TAG, More, FX_recent_sale",164.34783
02dcd191-ae62-11e6-f485-4cbcdd718bc1,TOYBAMBAMDUCK,5,5,0,Toy Bam Bam Duck on Wheels,,false,,,"pull along toys, Not On Shopify",256.52174
02dcd191-ae62-11e6-f485-4cbcdd83e585,TOYDUCKLINGTUTL,0,0,0,toy BamBam Duckling Tuttle,,false,,,"soft toys, Not On Shopify",146.95652
02dcd191-ae62-11e6-f485-4cbcdda8bd4c,TOYBAMBALLASS,0,0,0,BamBam Silver Soccer Ball,,false,,,"soft toys, Not On Shopify, FX_recent_sale",164.34783
02dcd191-ae62-11e6-f485-4cbcddba2717,TOYBAMTABLERAT,2,2,0,Toy BamBam Table Rattle,,false,,,"soft toys, Not On Shopify",233.91304
02dcd191-ae62-11e6-f485-4cbcdddda11d,TOYDUCKSIHA,1,1,0,Toy Bathduck Speaker Siha,,false,,,"baby & bath, Not On Shopify",173.04348
02dcd191-ae62-11e6-f485-4cbcde3d7ce5,TOYBIGHUGBLANKI,0,0,0,Toy Big Hug Blanky,,false,,,"other toys, Not On Shopify",242.6087
02dcd191-ae62-11e6-f485-4cbcde74651e,FTOYBOXKEET,0,0,0,Toy Box Keet,,false,10286985106,40451376850,"toyboxes, FX_recent_sale",2169.56522
02dcd191-ae62-11e6-f485-4cbcde86440b,FTOYBOXSTUVA,1,0,1,Toybox Bench Stuva,,false,9950925842,38319743570,"toyboxes, FX_recent_sale, note Requires Self-Assembly, note Shipped Flat-packed",2346.95652
02dcd191-ae62-11e6-f485-4cbcdf02cec6,TOYCRAYONNECKLA,1,0,1,Crayons Necklace,,false,67395747858,681819570194,"other toys, FX_recent_sale",138.26087
02dcd191-ae62-11e6-f485-4cbcdf196fe5,TOYHEARTSCUDDL,0,0,0,Toy Cuddle Hearts,,false,,,"other toys, Not On Shopify",60
02dcd191-ae62-11e6-f485-4cbcdfc99401,TOUDUCKLARGE,0,0,0,Toy Duck Pluche Large,,false,,,"plush toys, Not On Shopify",338.26087
02dcd191-ae62-11e6-f485-4cbce123e43e,TOYMULA,1,0,1,Toy Mula,,false,10151516562,39555742098,"toys, wooden toys, other toys, FX_recent_sale",277.3913
02dcd191-ae62-11e6-f485-4cbce2870bb0,TOYPRAMCHAIN,0,0,0,Toy Pram wood,,false,,,"other toys, Not On Shopify",60
02dcd191-ae62-11e6-f485-4cbce29af540,TOYPULLDOG,0,0,0,Classic Toy Pull Along Dog,,false,10150212178_unpub,39536238738_unpub,"toys, pull along toys, More, FX_recent_sale",233.91304
02dcd191-ae62-11e6-f485-4cbce301596a,TOYPULLDOGPI,0,0,0,Toy Pull poodle,,false,,,"pull along toys, Not On Shopify",260
02dcd191-ae62-11e6-f485-4cbce45d60c2,toymmsheepsmall,0,0,0,Sheep Mars & More Small / White,,true,9127579858_unpub,32250176914_unpub,"toys, plush toys, More",260
02dcd191-ae62-11e6-f485-4cbce46edd28,Sheepmarsmorelarge,0,0,0,Sheep Mars&More Large,02dcd191-ae62-11e7-f130-aa626d312f9e,false,,,"toys, plush toys, More",607.82609
02dcd191-ae62-11e6-f485-4cbce4a4ed27,sophiegiraffebathtoy,0,0,0,Sophie Giraffe bath toy,,false,,,pacifiers & teethers,173.04348
02dcd191-ae62-11e6-f485-4cbce4b8103a,TOYSNOWGLOBE,1,0,1,Music Snowglobe / Cradle,,true,10217947090,39978301330,"toys, gifts, shelf décor, other toys, FX_recent_sale",442.6087
02dcd191-ae62-11e6-f485-4cbce4caf1b3,toysophieteeth,3,2,1,Sophie la Giraffe So'Pure Teething Ring,,false,9666038930,35432701906,"toys, pacifiers & teethers, other toys, FX_recent_sale",233.91304
02dcd191-ae62-11e6-f485-4cbce5024256,TOYSOPHIEGIRAF,35,29,6,Sophie La Giraffe Gift Box,,false,10261918098,40276726674,"toys, feeding, pacifiers & teethers, other toys, FX_recent_sale, Fx_backorder",320.86957
02dcd191-ae62-11e6-f485-4cbce53b356e,TOYSPINNINGTOPS,2,2,0,Toy Spinning Top Small,,false,,,"other toys, Not On Shopify",103.47826
02dcd191-ae62-11e6-f485-4cbce54e5f83,TOYSTICKHORSE,0,0,0,Toy Stick Horse,,false,,,"other toys, Not On Shopify",399.13043
02dcd191-ae62-11e6-f485-4cbce5bf6df3,TOYTUTTLEROYAL,3,2,1,Bambam Toy Tuttle Royal Baby,,false,,,"soft toys, Not On Shopify",221.73913
02dcd191-ae62-11e6-f485-4cbce5d432c2,toycarwalk,6,1,2,Toy Walking Car / Silver,,true,4615710539836,32410226425916,"toys, other toys, Linked to Shopify, FX_recent_sale, FX_incoming_stock, FX_incoming_count__4, FX_incoming_name__Container Mid January",2347.82609
02dcd191-ae62-11e6-f485-4cbce73ae9e4,TOYTUTIV,0,0,0,Tuttle Blanket / Pink,,true,,,"soft toys, Not On Shopify",164.34783
02dcd191-ae62-11e6-f485-4cbce78cdf81,UBBIBIN,5,0,5,UBBI Diaper Bin / white,,true,775797375036,9225250701372,"bathing, textiles & accessories, diaper bin, Not On Shopify, FX_recent_sale",1213.04348
02dcd191-ae62-11e6-f485-4cbce852c1fe,WDWARNINGCIRCUS,7,4,3,Warning! Children to the Circus,,false,,,"Not On Shopify, wall decor",112.17391
02dcd191-ae62-11e6-f485-4cbce88bf21c,WDDEERRUBBER,4,4,0,Wall Deco Deer Rubber,,false,,,"Not On Shopify, FX_recent_sale, wall decor",607.82609
02dcd191-ae62-11e6-f485-4cbce89d6dc5,WDFISHSUPAL,0,0,0,Wall Deco Fish Supawood Large,,false,,,"Not On Shopify, wall decor",546.95652
02dcd191-ae62-11e6-f485-4cbce8af3424,WDFISHSUPAM,2,1,1,Wall Deco Fish Supawood Medium,,false,,,"Not On Shopify, wall decor",468.69565
02dcd191-ae62-11e6-f485-4cbce8d43621,WDFLAGMINI,2,2,0,Wall Deco Flag Mini,,false,,,"Not On Shopify, wall decor",169.56522
02dcd191-ae62-11e6-f485-4cbce8fe46d7,WDSTORAGEFRAME,0,0,0,Wall Deco Frame Storage wood,,false,,,"Not On Shopify, wall decor",216.52174
02dcd191-ae62-11e6-f485-4cbce911ebf3,WDHEARTWICK,0,0,0,Wall Deco Heart Wicker,,false,,,"Not On Shopify, wall decor",199.13043
02dcd191-ae62-11e6-f485-4cbce93b5c97,WDHORSESUPAL,0,0,0,Wall Deco Horse Supawood Large,,false,,,"Not On Shopify, wall decor",1216.52174
02dcd191-ae62-11e6-f485-4cbcea001962,WDIBIZAL,0,0,0,Wall Deco Ibiza Large,,false,,,"Not On Shopify, wall decor",103.47826
02dcd191-ae62-11e6-f485-4cbcea1a2ea6,WDIBIZAS,10,10,0,Wall Deco Ibiza Small,,false,,,"Not On Shopify, wall decor",60
02dcd191-ae62-11e6-f485-4cbcea745c38,WDMETALLIVE,1,1,0,Wall Deco Metal Live,,false,,,"Not On Shopify, FX_recent_sale, wall decor",82.6087
02dcd191-ae62-11e6-f485-4cbceaa0ba2a,WDMJDESIGN,0,0,0,Wall Deco MJ Design,,false,,,"Not On Shopify, wall decor",138.26087
02dcd191-ae62-11e6-f485-4cbceadeda49,WDPRAM,4,4,0,Wall Deco Pram,,false,,,"Not On Shopify, wall decor",146.95652
02dcd191-ae62-11e6-f485-4cbceaf26d78,WDSHEEPL,4,4,0,Wall Deco Sheep Large,,false,,,"Not On Shopify, wall decor",268.69565
02dcd191-ae62-11e6-f485-4cbcebf24e02,WDILOVEYOU,0,0,0,Wall Decoration I love you to,,false,,,"Not On Shopify, wall decor",399.13043
02dcd191-ae62-11e6-f485-4cbcec76857c,WDSUPAELEPHANTL,0,0,0,Wall hanger Elephant Large,,false,,,"Not On Shopify, wall decor",1129.56522
02dcd191-ae62-11e6-f485-4cbcec8926f8,WDSUPARHINOXS,8,8,0,Wall Hanger Rhino XSmall,,false,,,"Not On Shopify, wall decor",51.30435
02dcd191-ae62-11e6-f485-4cbcecd4800f,WSALPHA,1,1,0,wall sticker alphabet,,false,,,"Not On Shopify, wall decor",390.43478
02dcd191-ae62-11e6-f485-4cbcece6b1ed,WSKLALPHA,0,0,0,wall sticker Alphabet Kl,,false,,,"Not On Shopify, wall decor",390.43478
02dcd191-ae62-11e6-f485-4cbceda00922,WSKLCROCK,1,1,0,Wall Sticker Crockery,,false,,,"Not On Shopify, FELIXSPECIALREMOVER, wall decor",146.95652
02dcd191-ae62-11e6-f485-4cbcee804b1f,WDKINTA2BAGS,1,1,0,Wall Storage Denim Kinta,,false,,,"storage, Not On Shopify",346.95652
02dcd191-ae62-11e6-f485-4cbcee939e8e,STWAINDIGOL,0,0,0,wall storage indigo L,,false,,,"storage, Not On Shopify",207.82609
02dcd191-ae62-11e6-f485-4cbceed314a6,WDWALLTRAY,1,1,0,Wall Tray Billy,,false,,,"storage, Not On Shopify",294.78261
02dcd191-ae62-11e6-f485-4cbceefc704e,WDTIGER,3,2,1,Wall Trophy Tiger,,false,10421416594,41946323602,"trophy heads, FX_recent_sale",952.17391
02dcd191-ae62-11e6-f485-4cbcefd006a5,WALLPAPERKW,0,0,0,Wallpaper Assorted,,false,,,"Not On Shopify, wall decor",355.65217
02dcd191-ae62-11e6-f485-4cbcf04ec9dd,washclothmuslin,0,0,0,Washcloths Muslin / grey star,,true,9803540562,36653297682,,112.17391
02dcd191-ae62-11e6-f485-4cbcf0aa7f1c,TOYWATERBUN,2,1,1,Watercan / Teckel,,true,,,"other toys, Not On Shopify, FX_incoming_stock, FX_add_to_shopify, FX_incoming_count__4, FX_incoming_name__December Container",112.17391
02dcd191-ae62-11e6-f485-4cbcf0bc9a62,TOYWATERFROGP,0,0,0,watercan frog / Pink,,true,,,"other toys, Not On Shopify, FX_recent_sale",86.08696
02dcd191-ae62-11e6-f485-4cbcf1cc9c82,HKCLOTHANG,51,47,4,Wooden Clothing Hangers (set of 6),,false,9863787282,37304625874,"decor, hooks, clothing hangers, More, FX_recent_sale, FX_incoming_stock, FX_incoming_name__MARCH CONTAINER, FX_incoming_count__53, Fx_backorder",216.52174
02dcd191-ae62-11e6-f485-4cbcf2935def,XAANINNERPIL40,1,1,0,Little Loft Baby Pillow Inner 40x60,,false,,,"inners, FX_recent_sale",95.65217
02dcd191-ae62-11e6-f485-4cbcf2d141ef,XAANDUVETROSETE,1,1,0,Xaan Duvet & Pillow Rosette,,false,,,"duvet sets, Not On Shopify",607.82609
02dcd191-ae62-11e6-f485-4cbcf336e962,CHAIRKIDDIE,0,0,0,Kiddie Chair Corduroy / Light Grey,,true,183004594194_unpub,1631568887826_unpub,"gifts, kiddies tables & chairs, Jollein, new",1042.6087
02dcd191-ae62-11e6-f485-4cbcf36f5fb4,XAANCOTBUMPER,1,1,0,Little Loft Cotbumper White Percale,,false,,,"cot bumpers, FX_recent_sale",599.13043
02dcd191-ae62-11e6-f485-4cbcf72d66f5,YOOEWAN,13,-7,20,Ewan The Dream Sheep,,false,10208833490,39917471826,"gifts, soft toys, sleep soothers, bestseller, FX_recent_sale, Tabs, Fx_backorder",460
02dcd191-ae62-11e6-f485-4cbcf78dedbd,YOOMIPLUSHLAMB,0,0,0,Warmies Plush Lamb / Standard L,,true,541900767292,7145493954620,,251.30435
02dcd191-ae62-11e6-f485-4cbcf85b0fae,ZAZUHEARTBEATDE,0,0,0,Zazu Dex The Dog Heartbeat Soother,,false,9862856850,37289597586,"gifts, sleep soothers, Zazu, FX_recent_sale",607.82609
02dcd191-ae62-11e6-f485-4cbcf86d26e4,ZAZUHEARTBEATLI,3,3,0,Zazu Liz The Lamb Heartbeat Soother,,false,9862874642,37289961106,"gifts, sleep soothers, Zazu, FX_recent_sale",604.34783
02dcd191-ae62-11e6-f485-4cbcf87fafd8,ZAZULIGHTFINN,1,0,1,Zazu Fin The Sheep Reading Light / grey,,true,9862810642,37288359186,"Uncategorized Product Tag, Not On Shopify",517.3913
02dcd191-ae62-11e6-f485-4cbcf8a466e5,wdzebra,3,3,0,Wall Trophy Zebra,,false,9798316306,36598713298,"trophy heads, Linked to Shopify, FX_recent_sale",781.73913
02dcd191-ae62-11e6-f485-4cbcf96b0851,CUSNOV,1,1,0,CUSNOV,,false,,,"cushions, Not On Shopify",190.43478
02dcd191-ae62-11e6-f485-4cbcfa373460,CHANDELIER,0,0,0,CHANDELIER Clear,,false,,,"lamps, Not On Shopify",955.65217
02dcd191-ae62-11e6-f485-4cd6144e56eb,Cushionwithbike,0,0,0,Cushion with bike,,false,,,"cushions, Not On Shopify",517.3913
02dcd191-ae62-11e6-f485-4cdf2074a1a9,vend-internal-gift-card,0,0,0,Gift Card,,false,,,FX_recent_sale,0
02dcd191-ae62-11e6-f485-4cdf31efabb0,RentalFee,0,0,0,Rental Fee,,false,,,"Uncategorized Product Tag, Not On Shopify, FX_recent_sale",0
02dcd191-ae62-11e6-f485-4d18135e3e5f,doorstopperdogscottishsilver,0,0,0,doorstopper dog,,false,,,"other decoration, Not On Shopify",251.30435
02dcd191-ae62-11e6-f485-4d1862e9cfbc,doorstoppermermaid,0,0,0,Doll Mermaid,,false,,,other decoration,691.30435
02dcd191-ae62-11e6-f485-4d19f289363b,cupmelaminetulip,0,0,0,cup melamine tulip / rabbit / tulip,,true,,,"cups, Not On Shopify",82.6087
02dcd191-ae62-11e6-f485-4e76bf6a8638,cushionowlpink50x50,0,0,0,cushion owl pink 50x50,,false,,,"cushions, Not On Shopify",343.47826
02dcd191-ae62-11e6-f485-4e785cc564b2,cushionmintgreensheep,0,0,0,cushion mint green sheep,,false,,,"cushions, Not On Shopify",517.3913
02dcd191-ae62-11e6-f485-4e79304a6de5,cushioncrocodilekhaki,1,1,0,cushion crocodile khaki,,false,6545577967791,39289333645487,"linen, cushions, soft toys, Not On Shopify, only natural",1956.52174
02dcd191-ae62-11e6-f485-4e79d114c34d,bagkidsteapot,0,0,0,Tea Pot Bag Ginger,,false,,,"kiddies bags, Not On Shopify",343.47826
02dcd191-ae62-11e6-f485-4e7ad121020d,cushionwhitecrosssmoke45x45,0,0,0,cushion white cross smoke 45x45,,false,,,"cushions, Not On Shopify",303.47826
02dcd191-ae62-11e6-f485-4e7b7ff1e392,blanketthrowhandknittedpink,0,0,0,blanket throw hand knitted pink,,false,,,"blankets & quilts, Not On Shopify",1039.13043
02dcd191-ae62-11e6-f485-4e7de3b80222,Doorstoppercupcakepink,0,0,0,Doorstopper cupcake pink,,false,,,"other decoration, Not On Shopify",242.6087
02dcd191-ae62-11e6-f485-4f72c3be4771,dogcolourfulsofttoy,0,0,0,Dog Colourful Ginger,,false,,,"other toys, Not On Shopify",590.43478
02dcd191-ae62-11e6-f485-4f72f9df77e6,dinnersetkidsbamboo,0,0,0,Dinner set Kids bamboo,,false,,,"bowls & plates, Not On Shopify",225.21739
02dcd191-ae62-11e6-f485-4f73f4ec4e38,tonitsagirl,0,0,0,ton it's a girl,,false,,,"other decoration, Not On Shopify",138.26087
02dcd191-ae62-11e6-f485-4f7425e79593,tinitsagirl,9,9,0,tin it's a girl boy,,false,,,"other decoration, Not On Shopify",138.26087
02dcd191-ae62-11e6-f485-4f744a56d412,tinbearboyhanger,1,1,0,tin bear boy hanger,,false,,,"other decoration, Not On Shopify",68.69565
02dcd191-ae62-11e6-f485-4f74b326091e,tinbeargirlhanger,0,0,0,tin bear girl hanger,,false,,,"other decoration, Not On Shopify",68.69565
02dcd191-ae62-11e6-f485-4f74dbed3764,magazinerackbusvw,0,0,0,magazine rack bus vw,,false,,,"other decoration, Not On Shopify",477.3913
02dcd191-ae62-11e6-f485-4f751501b4d9,cuddlecushionsheep,0,0,0,cuddle cushion sheep,,false,,,"plush toys, Not On Shopify",242.6087
02dcd191-ae62-11e6-f485-4f7565be1af1,plasticlittlebasket,0,0,0,plastic little basket,,false,,,"storage baskets, Not On Shopify",33.91304
02dcd191-ae62-11e6-f485-4f7dbb7163ca,JuliaCardholderredgold,0,0,0,Julia Card holder red gold,,false,,,"other decoration, Not On Shopify",216.52174
